--- TYPE COLOR TABLE: ---
Name,	,	W,	U,	B,	R,	G,	WU,	UB,	BR,	RG,	GW,	WB,	UR,	BG,	RW,	GU,	WUB,	UBR,	BRG,	RGW,	GWU,	WBG,	URW,	BGU,	RWB,	GUR,	WUBR,	UBRG,	BRGW,	RGWU,	GWUB,	WUBRG,	Total
Moonfolk,	0,	0,	28,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	30
Mount,	0,	10,	0,	0,	5,	9,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	27
Mouse,	0,	11,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	21
Mutant,	0,	0,	17,	0,	0,	28,	0,	2,	0,	0,	0,	0,	3,	3,	0,	12,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	68
Myr,	41,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	43
Necron,	0,	0,	0,	23,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	23
Nightmare,	0,	5,	18,	36,	8,	0,	0,	6,	3,	0,	0,	2,	0,	4,	0,	0,	0,	0,	0,	0,	0,	3,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	88
Nightstalker,	0,	0,	0,	12,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	12
Ninja,	0,	0,	19,	20,	0,	5,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	53
Noble,	0,	21,	14,	30,	7,	14,	6,	4,	8,	0,	6,	7,	0,	2,	5,	9,	0,	4,	2,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	142
Nomad,	0,	20,	0,	0,	6,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	28
Nymph,	0,	3,	4,	3,	3,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	17
Octopus,	0,	0,	35,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	40
Ogre,	0,	2,	0,	34,	74,	4,	0,	0,	9,	4,	0,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	131
Omen,	0,	3,	4,	4,	3,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	18
Ooze,	0,	0,	0,	8,	4,	29,	0,	0,	0,	0,	0,	0,	0,	3,	0,	4,	0,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	51
Orc,	0,	6,	3,	28,	48,	0,	0,	0,	7,	-1,	0,	-1,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	5,	0,	0,	0,	0,	0,	0,	0,	103
Otter,	0,	0,	9,	0,	6,	0,	0,	0,	0,	0,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	22
Ouphe,	0,	0,	0,	0,	0,	14,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	14
Ox,	0,	12,	0,	0,	6,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	22
Peasant,	0,	18,	2,	5,	7,	8,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	44
Pegasus,	0,	21,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	21
Performer,	0,	4,	6,	0,	3,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	19
Phoenix,	0,	0,	0,	0,	36,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	36
Phyrexia,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Phyrexian,	54,	56,	42,	153,	37,	58,	4,	7,	11,	4,	3,	9,	5,	0,	2,	5,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	454
Pilot,	0,	11,	5,	2,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	31
Pirate,	0,	0,	66,	26,	50,	0,	0,	7,	3,	0,	0,	0,	13,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	169
Planet,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Plant,	0,	0,	2,	2,	0,	62,	0,	0,	0,	0,	0,	0,	0,	8,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	77
Praetor,	0,	3,	3,	6,	3,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	18
Processor,	3,	0,	4,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	9
Rabbit,	0,	15,	0,	0,	0,	8,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	27
Raccoon,	0,	0,	0,	0,	7,	11,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	22
Ranger,	0,	8,	3,	0,	2,	34,	0,	0,	0,	2,	7,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	58
Rat,	0,	0,	6,	86,	0,	0,	0,	5,	3,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	102
Rebel,	0,	43,	2,	6,	3,	2,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	58
Rhino,	2,	14,	0,	0,	0,	27,	0,	0,	0,	3,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	55
Rigger,	0,	2,	3,	3,	5,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	15
Robot,	8,	14,	8,	2,	9,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	46
Rogue,	0,	12,	143,	162,	89,	26,	3,	35,	11,	0,	0,	8,	9,	2,	0,	8,	6,	7,	2,	3,	2,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	531
Room,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Saga,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Salamander,	2,	0,	8,	2,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	16
Samurai,	0,	31,	0,	10,	19,	5,	0,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	70
Saproling,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Satyr,	0,	0,	0,	2,	13,	18,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	33
Scarecrow,	40,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	45
Scientist,	0,	3,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	2,	0,	0,	2,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	14
Scorpion,	0,	0,	0,	10,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	13
Scout,	2,	57,	33,	8,	23,	93,	9,	0,	0,	4,	11,	2,	0,	0,	0,	12,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	254
Serpent,	0,	0,	41,	0,	2,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	50
Shade,	0,	0,	0,	32,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	32
Shaman,	3,	0,	8,	64,	187,	123,	0,	0,	21,	21,	7,	0,	11,	18,	2,	7,	0,	0,	3,	7,	0,	3,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	489
Shapeshifter,	20,	8,	60,	10,	5,	11,	0,	9,	0,	-1,	0,	0,	5,	0,	0,	5,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	134
Shark,	0,	0,	10,	0,	2,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	3,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	13
Shrine,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2
Siren,	0,	0,	20,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	22
Skeleton,	0,	0,	2,	0,	2,	0,	0,	5,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	13
Sliver,	4,	22,	15,	15,	21,	18,	2,	2,	2,	2,	2,	0,	2,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	6,	116
Slug,	0,	0,	0,	6,	2,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	10
Snake,	7,	0,	26,	29,	2,	90,	0,	0,	0,	2,	0,	0,	0,	2,	0,	11,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	174
Soldier,	13,	557,	83,	55,	77,	35,	19,	5,	7,	2,	22,	11,	0,	2,	58,	0,	0,	0,	0,	3,	8,	2,	0,	0,	3,	0,	0,	0,	0,	2,	0,	0,	964
Soltari,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	9
Specter,	0,	0,	0,	21,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	25
Spellshaper,	2,	10,	11,	11,	12,	11,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	57
Sphinx,	3,	0,	57,	0,	0,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	78
Spider,	4,	0,	0,	4,	0,	65,	0,	0,	0,	2,	2,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	84
Spike,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Spirit,	13,	170,	135,	131,	58,	91,	23,	6,	2,	2,	3,	12,	3,	3,	7,	2,	0,	0,	0,	2,	0,	3,	4,	2,	2,	3,	0,	0,	0,	0,	0,	0,	677
Spy,	0,	0,	6,	6,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	14
Squid,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	7
Squirrel,	0,	2,	0,	9,	0,	17,	0,	0,	0,	0,	0,	0,	0,	6,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	34
Survivor,	0,	5,	0,	0,	0,	5,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	12
Thalakos,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	7
Thopter,	17,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	19
Thrull,	0,	3,	0,	16,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	24
Tiefling,	0,	0,	2,	6,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	13
Time,	0,	0,	0,	0,	0,	0,	6,	3,	2,	0,	0,	0,	4,	0,	2,	4,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	24
Toy,	4,	3,	0,	2,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	12
Treefolk,	0,	3,	0,	5,	0,	82,	0,	0,	0,	0,	4,	0,	0,	8,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	104
Troll,	0,	0,	0,	4,	5,	32,	0,	0,	0,	2,	0,	0,	0,	11,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	54
Turtle,	0,	0,	21,	2,	0,	12,	0,	0,	0,	0,	0,	0,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	40
Tyranid,	0,	0,	2,	0,	4,	16,	0,	0,	0,	3,	0,	0,	3,	0,	0,	7,	0,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	37
Unicorn,	0,	24,	0,	0,	0,	2,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	30
Vampire,	0,	28,	0,	263,	51,	0,	0,	15,	16,	0,	0,	34,	0,	0,	2,	0,	0,	13,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	426
Vedalken,	0,	0,	57,	0,	0,	0,	5,	2,	0,	0,	0,	0,	3,	0,	0,	5,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	74
Wall,	27,	32,	35,	18,	21,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	133
Warlock,	0,	5,	5,	79,	9,	5,	0,	3,	5,	0,	2,	11,	2,	11,	0,	0,	2,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	141
Warrior,	7,	122,	31,	141,	362,	248,	7,	5,	28,	50,	17,	9,	0,	15,	17,	3,	2,	5,	10,	-1,	2,	3,	0,	2,	7,	7,	0,	0,	0,	0,	0,	0,	1099
Weird,	0,	0,	6,	0,	2,	0,	0,	0,	0,	0,	0,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	17
Werewolf,	8,	0,	0,	9,	59,	63,	0,	0,	0,	10,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	149
Whale,	0,	0,	15,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	15
Wizard,	7,	79,	541,	114,	97,	28,	43,	43,	6,	0,	3,	8,	50,	2,	6,	36,	16,	9,	0,	0,	3,	0,	7,	4,	0,	3,	0,	0,	0,	0,	0,	3,	1108
Wolf,	0,	0,	0,	3,	20,	55,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	80
Wolverine,	0,	0,	0,	0,	7,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	11
Worm,	0,	0,	2,	6,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	11
Wraith,	0,	0,	0,	9,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	9
Wurm,	5,	2,	3,	9,	4,	75,	0,	0,	0,	7,	5,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	110
Yeti,	0,	0,	3,	0,	8,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	15
Zombie,	6,	12,	59,	424,	11,	6,	0,	28,	15,	0,	0,	11,	2,	30,	0,	0,	3,	7,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0,	618

Sorted:
Type,	Total
,	,	W,	U,	B,	R,	G,	WU,	UB,	BR,	RG,	GW,	WB,	UR,	BG,	RW,	GU,	WUB,	UBR,	BRG,	RGW,	GWU,	WBG,	URW,	BGU,	RWB,	GUR,	WUBR,	UBRG,	BRGW,	RGWU,	GWUB,	WUBRG
Human,	3788,	5,	1113,	556,	473,	543,	385,	84,	68,	48,	48,	63,	62,	47,	21,	97,	31,	19,	16,	7,	17,	20,	10,	17,	5,	14,	12,	0,	0,	0,	3,	0,	4
Wizard,	1108,	7,	79,	541,	114,	97,	28,	43,	43,	6,	0,	3,	8,	50,	2,	6,	36,	16,	9,	0,	0,	3,	0,	7,	4,	0,	3,	0,	0,	0,	0,	0,	3
Warrior,	1099,	7,	122,	31,	141,	362,	248,	7,	5,	28,	50,	17,	9,	0,	15,	17,	3,	2,	5,	10,	-1,	2,	3,	0,	2,	7,	7,	0,	0,	0,	0,	0,	0
Soldier,	964,	13,	557,	83,	55,	77,	35,	19,	5,	7,	2,	22,	11,	0,	2,	58,	0,	0,	0,	0,	3,	8,	2,	0,	0,	3,	0,	0,	0,	0,	2,	0,	0
Spirit,	677,	13,	170,	135,	131,	58,	91,	23,	6,	2,	2,	3,	12,	3,	3,	7,	2,	0,	0,	0,	2,	0,	3,	4,	2,	2,	3,	0,	0,	0,	0,	0,	0
Zombie,	618,	6,	12,	59,	424,	11,	6,	0,	28,	15,	0,	0,	11,	2,	30,	0,	0,	3,	7,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0
Cleric,	609,	4,	364,	19,	111,	8,	23,	6,	3,	3,	2,	16,	31,	0,	3,	10,	0,	2,	0,	0,	0,	2,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0
Elemental,	592,	8,	27,	102,	34,	196,	131,	4,	2,	16,	15,	12,	3,	8,	8,	7,	5,	0,	0,	0,	0,	0,	0,	2,	3,	0,	6,	0,	0,	0,	0,	0,	3
Elf,	571,	2,	16,	9,	0,	3,	399,	0,	3,	2,	14,	40,	3,	0,	35,	0,	30,	0,	0,	0,	13,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Rogue,	531,	0,	12,	143,	162,	89,	26,	3,	35,	11,	0,	0,	8,	9,	2,	0,	8,	6,	7,	2,	3,	2,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0
Beast,	517,	16,	29,	47,	38,	87,	226,	0,	0,	5,	12,	11,	0,	3,	8,	4,	14,	0,	0,	0,	8,	0,	2,	0,	3,	0,	4,	0,	0,	0,	0,	0,	0
Goblin,	498,	4,	0,	0,	36,	398,	9,	0,	0,	11,	20,	0,	0,	10,	0,	5,	0,	0,	0,	3,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0
Shaman,	489,	3,	0,	8,	64,	187,	123,	0,	0,	21,	21,	7,	0,	11,	18,	2,	7,	0,	0,	3,	7,	0,	3,	0,	4,	0,	0,	0,	0,	0,	0,	0,	0
Knight,	485,	4,	219,	22,	71,	51,	17,	16,	2,	6,	2,	25,	20,	0,	2,	18,	0,	3,	0,	0,	0,	2,	0,	2,	0,	3,	0,	0,	0,	0,	0,	0,	0
Phyrexian,	454,	54,	56,	42,	153,	37,	58,	4,	7,	11,	4,	3,	9,	5,	0,	2,	5,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	2,	0
Vampire,	426,	0,	28,	0,	263,	51,	0,	0,	15,	16,	0,	0,	34,	0,	0,	2,	0,	0,	13,	0,	0,	0,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	0
Dragon,	413,	24,	25,	37,	24,	164,	27,	4,	5,	10,	11,	4,	0,	13,	2,	2,	2,	3,	3,	14,	4,	4,	4,	5,	4,	5,	5,	0,	0,	0,	0,	0,	8
Bird,	392,	13,	148,	139,	31,	14,	12,	22,	5,	0,	0,	0,	3,	2,	0,	0,	6,	0,	0,	0,	0,	-1,	0,	-1,	0,	0,	0,	0,	0,	0,	0,	0,	-1
Druid,	343,	0,	7,	0,	5,	4,	268,	0,	0,	0,	9,	13,	0,	0,	10,	0,	16,	0,	0,	0,	9,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Horror,	326,	14,	10,	46,	170,	11,	27,	0,	11,	9,	0,	0,	0,	6,	13,	0,	2,	2,	3,	0,	0,	0,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0
Cat,	313,	9,	131,	7,	15,	28,	67,	6,	0,	0,	6,	21,	4,	0,	2,	3,	0,	0,	0,	2,	7,	3,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0
Merfolk,	297,	0,	5,	214,	3,	0,	27,	6,	11,	0,	0,	0,	0,	4,	0,	0,	27,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Angel,	262,	8,	193,	0,	10,	4,	0,	10,	0,	0,	0,	5,	10,	0,	0,	13,	0,	0,	0,	0,	2,	3,	0,	2,	0,	0,	0,	0,	0,	0,	0,	2,	0
Scout,	254,	2,	57,	33,	8,	23,	93,	9,	0,	0,	4,	11,	2,	0,	0,	0,	12,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Insect,	240,	32,	5,	8,	64,	21,	92,	0,	3,	2,	0,	0,	0,	0,	8,	0,	0,	0,	0,	3,	0,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Artificer,	239,	2,	45,	55,	14,	52,	19,	6,	3,	5,	2,	2,	0,	13,	0,	7,	2,	2,	3,	0,	0,	2,	0,	2,	0,	0,	3,	0,	0,	0,	0,	0,	0
Giant,	218,	0,	38,	18,	22,	86,	29,	0,	0,	3,	9,	0,	2,	2,	0,	7,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Construct,	216,	199,	0,	5,	4,	5,	0,	0,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
Demon,	204,	0,	0,	2,	149,	14,	0,	0,	4,	22,	0,	0,	2,	3,	4,	0,	0,	0,	5,	0,	0,	0,	0,	0,	0,	-1,	0,	0,	0,	0,	0,	0,	0
Eldrazi,	189,	90,	3,	26,	22,	15,	19,	0,	4,	3,	2,	0,	0,	0,	2,	0,	3,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0
